path	hits	snippets
stages/stage14/literature/README.md	k3,literature	# Stage14 literature radar | Continuously read the current Stage14 frontiers (`14-4`, `14-s`, `14-t`, and when relevant `14-e`) and collect external literature that could shorten, close, or redirect one of those exact proof gaps. | The radar must follow the repository's current mathematics, not a fixed literature roadmap. When a track moves, its literature page should be updated to the new frontier. | stages/stage14/literature/
stages/stage14/literature/cross-track.md	k3,literature	# Literature radar — cross-track | - Gives: the exact rank-20 NS coordinate system, `fsigma`, 40 distinguished `(-2)` curves, chamber data, `AutX0f`, torsion translations and `Galmu` for the Stage14 level-4 modular K3. | - Stage14 hook: compare directly with the Stage14-s1 split covering equations. A successful transplant would give an arithmetic small-point filter independent of the K3 lattice route; a failure will identify the precise structural obstruction. | _Next cross-track handoff triggers: (1) `M` identified in Shimada coordinates -> notify 14-4 immediately and send resulting bisection orbits to 14-s/14-t; (2) Stage14 Szpiro ratio controlled -> notify 14-s; (3) Le Boudec Lemma 2 matches the s1 split covering variables -> open a dedicated arithmetic proof task rather than continuing broad literature search._
stages/stage20/20-30/audit.md	literature,space-diagonal	The conditional Stage18->Stage20 survival ratio M_3(B)/M_2(B) is correctly deferred to Stage26 and is not double-charged inside Stage20. Finite data remain COMPUTED evidence only, literature/construction families require adaptation before quantitative reuse, no space-diagonal condition is imposed, and no perfect-cuboid conclusion is made.
stages/stage20/20-30/result.md	literature,space-diagonal	The Stage20-20 finite table is not used to infer an exponent. Literature families and constructions, if imported later, must first be adapted to primitive/canonical R<=B and distinguished from a matched population asymptotic. | No integral-space-diagonal condition is imposed. No perfect-cuboid existence/nonexistence statement is made.
stages/stage20/20-50/audit.md	saunderson,space-diagonal	This proves Stage20 infinitude and a positive-power lower bound. It does not prove that `1/6` is the true exponent, does not match the Stage14-e8 upper envelope, and does not give an asymptotic. The checkpoint30 growth-law OPEN_GATE therefore remains valid. Stage18->Stage20 conditional thinning remains reserved for Stage26. No integral-space-diagonal condition or perfect-cuboid conclusion is introduced. | The reference to the classical Saunderson identity is provenance only; the proof used for this checkpoint is internal and does not depend on an external bounded-height theorem.
stages/stage20/20-50/construction-proof.md	saunderson,euler brick	The starting identity is the classical Saunderson/Sounderson Euler-brick construction, also recorded as Corollary 3 in Djamel Himane, *Primitive Euler brick generator* (arXiv:2405.13061). The Stage20 adaptation below is proved directly and does not rely on a bounded-height claim from that paper. | Thus `(A,B,C)` is an Euler brick for every even `m>=10`.
stages/stage23/23-10/result.md	space-diagonal,zero-density	This ratio answers: among the common geometric scale and integral-space-diagonal environment, how much smaller is the exactly-two-face stratum than the exactly-one-face stratum? | The Stage19 causal result identifies a paired Gaussian-norm squareclass coincidence and split-prime valuation-parity sieve as a zero-density mechanism, while explicitly leaving the independence comparison against prior conditions unresolved for Stage23/24.
stages/stage23/23-30/attack-priority-ledger.md	k3,zero-density	| Q04 K3/Kummer/fiber-product alternate coordinates | P1 | alternate geometric receiver if Q06/Q03 stall | QUEUED_2 | | Q04 becomes the next geometry weapon if Q06 does not produce a stronger physical-height count or if Q03's elliptic model suggests a K3/Kummer/fiber-product lift. | Q11 becomes the next local-sieve upper weapon if a uniformity statement is available that converts fixed-prime overlap rejection into a bound that is genuinely stronger than qualitative zero density. Its existing qualitative zero-density role is not double-counted with the Stage14 half-power theorem.
stages/stage25/25-30/discovery-ledger.md	literature,zero-density	CANDIDATES_REJECTED_WITH_REASON=D30-6:interaction-baseline belongs checkpoint60 and is not needed to prove checkpoint30 endpoint ratio;D30-7:independent Stage24 zero-density mechanisms cannot be multiplied into the inherited power upper and belong checkpoint40/60 provenance work;D30-8:order-chamber q is not the Stage23 shared-edge a/b/c channel and no denominator adapter is proved, so it cannot support a Stage25 directional ratio | 8. literature/repository exploration: `REPOSITORY_FOUND;EXTERNAL_NOT_APPLICABLE_WITH_REASON` — checkpoint30 imports no new external theorem.
stages/stage25/25-60/r505-r506-audit.md	k3,literature	PR #990 proposes to move that residual lane to `EXTERNAL_THEOREM_GATE` because a bounded repository/primary-literature search found no ready same-measure adapter. | The current evidence is not yet strong enough for that transition. The discovery ledger names only the broad surface `R504 elliptic-K3/base-change primary literature`; it does not record concrete primary sources/candidate base changes, accepted/rejected candidate instances, or a route-by-route reason why the three previously OPEN mechanisms now require genuinely new external/parametric input rather than another executable repo-native mutation.
stages/stage25/25-60/r505-r506-discovery-ledger.md	k3,literature	REUSE_SEARCH_SCOPE=ARSENAL,NUM_INDEX,STAGES,SUPPLEMENTS,ARCHIVE,PRS,STAGE14_15_ATTACK_LEDGER,PRIMARY_LITERATURE | - Kummer/K3 primary literature: geometry/rank-jump mechanisms only; no direct exact Stage19 count; `ADAPTER_REQUIRED`. | - Kumar--Kuwata, `arXiv:1409.2931`: explicit Mordell--Weil lattices and base changes on Kummer/Inose-associated K3 surfaces, including CM/isogenous cases. Relevant candidate-generation machinery, but different fibrations/height contracts; no direct R504 population adapter. | - Salgado, `arXiv:1307.3994`: rank-jump mechanism for elliptic K3 surfaces with two elliptic fibrations. It proves existence/rank-jump statements under geometric hypotheses, not the exact bounded-height Stage19 family count required here.
stages/stage25/25-reentry-10/weapon-delta.md	saunderson,k3	Phase60 receives the Stage20 K3/local-sieve/Saunderson weapons and the Stage18 toric source interface. It must prove its own Stage18-to-Stage20 population and multiplicity adapters. It may not import the Stage24 space-square survival cost as an independent third-face probability.
stages/stage25/25-reentry-60/completion-proof.md	saunderson,k3	The explicit Saunderson family proves `M3(B)>0` for all sufficiently large `B`, so the ratio is eventually defined. Using the host asymptotics, | The K3 cover is not assigned a fake `(a,b)` difference from the host. No product of S20-W01 and S20-W03 is taken as independent saving. The local blocker remains causal/sieve input, while the thin-cover upper remains the certified quantitative ceiling.
stages/stage25/25-reentry-60/completion-registry.json	k3,space-diagonal	"M2": "primitive canonical exactly-two-face cuboids; no space-diagonal integrality; R<=B", | "M3": "primitive canonical Euler cuboids; no space-diagonal integrality; R<=B", | "target": "degree-2 K3 third-face-square cover",
stages/stage25/25-reentry-60/discovery-ledger.md	saunderson,k3	- `S1415-ATTACK-0216`: Euler K3 cover and fixed-prime causal law; | - `S20-W02`: primitive Saunderson `B^(1/6)` lower family; | - r011a: audited geometric `(a,b)` ledger; used only to fence false pole/Picard extrapolations through the K3 cover.
stages/stage25/25-reentry-70/audit.md	k3,manin	The arsenal promotions S25-W05 and S25-W06 are accepted with their scope firewalls. In particular, the Manin `(a,b)` transition ledger is not extended across the K3 cover, local sieve and thin-cover losses are not multiplied as independent factors, and no perfect-cuboid conclusion is inferred.
stages/stage26/26-10/comparison-lattice.md	k3,space-diagonal	All counts use primitive canonical objects, the Euclidean cutoff \(R\le B\), and no space-diagonal condition. | Future checkpoints may compare analytic thin-cover, local squareclass, explicit-construction, K3/fibration, and finite-computation lanes. Checkpoint10 only freezes the lattice; it does not select a winning mechanism.
stages/stage26/26-10/contract_audit.py	k3,literature	"K3_FIREWALL=ACTIVE", | "NO_GLOBAL_LITERATURE_EXHAUSTIVENESS_CLAIM=true",
stages/stage26/26-10/result.md	k3,manin	The raw pair host is the split degree-four del Pezzo surface \(\operatorname{Bl}_4(\mathbf P^1\!\times\!\mathbf P^1)\); imposing the third face passes to a degree-two K3 cover. The geometric Manin ledger describes the raw host only and does not transfer an ambient asymptotic to the K3 target. | K3_FIREWALL=ACTIVE | MANIN_HOST_ASYMPTOTIC_TRANSFER_TO_K3=false
stages/stage26/26-30/audit.md	k3,manin	Likewise `H_ge2=M2+M3~M2` and `P=M2+3M3~M2`. No asymptotic for M3 itself, true M3 exponent, K3 Manin transfer, independence law, or perfect-cuboid conclusion is inferred. The checkpoint20 finite panel is regression evidence only and is not used as an asymptotic proof.
stages/stage26/26-30/ratio-registry.json	k3,manin	"K3_Manin_transfer": false,
stages/stage26/26-30/result.md	k3,manin	K3_MANIN_TRANSFER=false
stages/stage26/26-30/verify_26_30.py	k3,manin	assert reg['firewalls']['K3_Manin_transfer'] is False
stages/stage26/26-40/mechanism-ledger.md	k3,manin	The two-face pre-completion host is the split `4A1` quartic del Pezzo surface with smooth resolution `Bl_4(P1xP1)` and Picard rank six. Requiring the third face square defines the audited degree-two K3 cover. | - any transfer of the toric Manin `(a,b)` ledger through the K3 cover.
stages/stage26/26-40/upper-registry.json	k3,manin	"third_face_target": "degree_2_K3_cover", | "K3_Manin_transfer": false,
stages/stage26/26-40/verify_26_40.py	k3,manin	'K3_Manin_transfer', | 'K3_MANIN_TRANSFER=false',
stages/stage26/26-70/audit.md	k3,manin	The checkpoint60 theorem properly supersedes the older one-parameter `B^(1/6)` floor. The self-contained bundle and arsenal promotion preserve the endpoint and mechanism firewalls: no epsilon-free one-third lower, no fixed polynomial upper saving, no upper/lower match, no M3 asymptotic or true exponent, no K3 Manin transfer, no independence factorization, and no perfect-cuboid conclusion.
stages/stage26/26-70/closeout-registry.json	k3,manin	"K3_Manin_transfer": false,
.github/workflows/research-arsenal.yml	research arsenal	name: Research arsenal registry
docs/research-arsenal-index.json	manin	{"id":"S25-W06","status":"ACTIVE","type":"LEDGER","source":"docs/stage25-arsenal-promotion.md","output":"Manin transitions (2,2)->(1,4)->(1,6)"}
docs/stage14-arsenal-index.md	space-diagonal	| incidence graph | AR-004, AR-005 | Is the population integral-space-diagonal and degree uniform? |
docs/stage14-arsenal-stage15-map.md	space-diagonal	| AR-004 | `A_SIDE_ONLY` | Stage14 graph is on integral-space-diagonal `A_2`; ambient graph would need a new statement. | | | AR-005 | `FORBIDDEN_CROSS_PROMOTION` | Fiber and height bridge use the Stage14 integral-space-diagonal structure. |
docs/stage22-arsenal-promotion.md	manin	FINE_MECHANISM_STATUS=CLOSED_AT_GEOMETRIC_MANIN_INVARIANT_LEVEL
docs/stage24-arsenal-promotion.md	zero-density	3. the independent degree-two space-square thin-cover zero-density route.
docs/stage25-reentry-roadmap.md	space-diagonal	The order `24 -> 23 -> 22 -> 21 -> 20` is deliberate. Stage24 and Stage23 directly consume the final Stage25 `N2` work. Stage22 then strengthens the two-face source needed by Stage20/26. Stage21 supplies the comparison for space-diagonal interactions. Stage20 is attacked last, after those weapons are available, rather than being treated as already exhausted by its earlier baseline pass.
docs/structure-radar/audits/SR-BATCH-STAGE16_25_CURRENT-05-R01.md	literature	The submitted task contains 60 distinct source IDs. Progress records exactly 30 structure-carrier sources and 30 duplicate/no-distinct sources, totaling 60 decisions. The batch adds exactly three cards (`156`–`158`) and updates exactly four existing cards (`008`, `015`, `018`, `155`). No literature searches or arsenal decisions are charged in this batch.
docs/structure-radar/codex-delegation-policy.json	literature	"ROUTINE_LITERATURE_SEARCH", | "decision_rule": "Recommend Codex only when repository-mechanical execution, deterministic large-scale repair, or CI/workflow debugging is materially better suited to a coding agent. Keep mathematical classification, literature judgment, transfer analysis, and arsenal decisions with ChatGPT.", | "codex_result_rule": "Codex output never self-certifies mathematical or literature claims. ChatGPT must review any mathematical meaning introduced by repository changes before accepting them into StructureRadar." | "note": "Codex is for repository-mechanical work; Work is for external literature breadth and long document synthesis. Either or both may be declined by the operator without changing the other recommendation."
docs/structure-radar/controller.json	literature	"current_phase": "LITERATURE_SEARCH"
docs/structure-radar/exploration-queue.json	literature	"phase": "LITERATURE_SEARCH", | "required_output": "primary-source literature ledger and exact perfect-cuboid transfer decision" | "phase": "LITERATURE_SEARCH", | "required_output": "primary-source literature ledger and exact perfect-cuboid transfer decision"
docs/structure-radar/external-search/SR-STR-222-thorner-zaman-partial-upgrade.md	literature	# SR-STR-222 external literature follow-up — Thorner–Zaman partial upgrade | Input mode: Work external-literature search, then ChatGPT primary-source applicability check | Bombieri–Vinogradov / Barban–Davenport–Halberstam type results, including the number-field/sector literature already identified in tH33, average over moduli, classes, or related families. They do not directly discharge one frozen fixed-U modulus/residue packet without a separately proved exceptional-set-to-physical-measure adapter.
docs/structure-radar/progress.json	literature	"batch_id": "SR-BATCH-EXISTING_Q_LITERATURE-01-R01", | "batch_id": "SR-BATCH-EXISTING_Q_LITERATURE-01-R01", | "batch_id": "SR-BATCH-EXISTING_Q_LITERATURE-01-R01", | "batch_id": "SR-BATCH-EXISTING_Q_LITERATURE-01-R01",
docs/structure-radar/source-manifest.json	literature	"LITERATURE_RADAR": 39,
docs/structure-radar/source-manifest/part-0003.json	literature	"path": "stages/stage25/25-50/literature-recheck.md",
docs/structure-radar/source-manifest/part-0005.json	literature	"path": "stages/stage14/archive/tasks/14-4diH/literature.md", | "path": "stages/stage14/archive/tasks/14-4ghH/literature.md", | "path": "stages/stage14/archive/tasks/14-e1/literature-seed.md", | "path": "stages/stage14/archive/tasks/14-e10/literature-adelic-sieve-audit.md",
docs/structure-radar/source-manifest/part-0006.json	literature	"path": "stages/stage14/archive/tasks/14-s1/literature-selmer-audit.md", | "path": "stages/stage14/archive/tasks/14-s2/literature-local-selmer-audit.md", | "path": "stages/stage14/archive/tasks/14-s3/literature-height-audit.md", | "path": "stages/stage14/archive/tasks/14-sH44/literature.md",
docs/structure-radar/source-manifest/part-0007.json	literature	"path": "stages/stage14/archive/tasks/14-sH71/literature.md", | "path": "stages/stage14/archive/tasks/14-t1/literature-triple-audit.md", | "path": "stages/stage14/archive/tasks/14-t2/literature-quantitative-audit.md", | "path": "stages/stage14/archive/tasks/14-t3/literature-humbert-audit.md",
docs/structure-radar/source-manifest/part-0009.json	literature	"path": "stages/stage14/literature/14-4.md", | "path": "stages/stage14/literature/14-s.md", | "path": "stages/stage14/literature/14-t.md", | "path": "stages/stage14/literature/README.md",
docs/structure-radar/work-delegation-policy.json	literature	"EXTERNAL_LITERATURE_BREADTH_SEARCH", | "note": "Codex remains for repository-mechanical failures or large deterministic repair/reindex work; Work is for external literature breadth and long document synthesis. Neither recommendation auto-invokes another product mode."
stages/stage14/archive/docs/q-research/stage14-q10-post-sqrt-dual-root-line-literature-radar.md	literature	# Stage14-q10 — post-sqrt dual-root-line literature radar | ## Exact Stage14 packet that literature must respect | Local orientation count is only `4^omega(C)=B^o(1)`.  Therefore a literature transfer must save on the **joint compatibility / reciprocal completion**, not by charging the same common core a second time. | ## Literature scan
stages/stage14/archive/docs/q-research/stage14-q10-summary.md	literature	Literature verdict: | STAGE14_Q10=COMPLETE_POST_SQRT_DUAL_ROOT_LINE_LITERATURE_RADAR
stages/stage14/archive/docs/q-research/stage14-q11-nearmax-pythagorean-correlation-literature-radar.md	literature	# Stage14-q11 — near-max Pythagorean correlation literature radar | This is the closest new literature to the **current geometric shape**, not to q10's old root-line shape.  The paper works directly on Pythagorean triples and proves joint Pythagorean recurrence for finite families of unimodular completely multiplicative functions.  Its proof combines two complementary mechanisms: | If that decomposition does not exist with the full physical masks retained, this literature is `BACKGROUND`, not a theorem import. | STAGE14_Q11=COMPLETE_NEARMAX_PYTHAGOREAN_CORRELATION_LITERATURE_RADAR
stages/stage14/archive/docs/q-research/stage14-q12-gaussian-norm-collision-literature-radar.md	literature	# Stage14-q12 — Gaussian norm-collision literature radar | This is the closest direct literature match to the new 4du geometry. It studies pair correlations of logarithms of integral values of quadratic norm forms, including `K=Q(i)`, hence ratios of sums of two squares / Gaussian norms. The paper proves asymptotic pair-correlation measures with quantitative error terms across scaling regimes. | This is genuinely closer to q12 than the q11 multiplicative-function recurrence literature. | STAGE14_Q12=COMPLETE_GAUSSIAN_NORM_COLLISION_LITERATURE_RADAR
stages/stage14/archive/docs/q-research/stage14-q12-summary.md	literature	The closest new literature is Parkkonen–Paulin 2026, *On the multiplicative pair correlations of sums of two squares* (arXiv:2602.13058). It directly studies multiplicative pair correlations of quadratic norm-form values, including Gaussian norms, and is therefore a genuine match to the new repeated-candidate equation | STAGE14_Q12=COMPLETE_GAUSSIAN_NORM_COLLISION_LITERATURE_RADAR | STRICT_SUBSQRT_POWER_SAVING_FROM_LITERATURE_PROVED=false
stages/stage14/archive/docs/q-research/stage14-q13-correlation-only-literature-radar.md	literature	# Stage14-q13 — correlation-only literature radar | The q13 search therefore does not reopen generic balanced-divisor existence, q10 inverse-fraction cancellation, q11 Hecke/Pythagorean structure, or q12 norm-ratio pair correlation. It asks whether recent literature can control the **joint** divisor/projective/modulus correlation with the Stage14 weights still attached. | At the merged boundary this branch still asks for a reverse-multiplicity analysis from fixed `(C, primitive ray)` back to canonical allocation backgrounds. That is an exact Stage14 fiber/reconstruction question, and the current mainline explicitly marks `GLOBAL_PRIMITIVE_RAY_MULTIPLICITY_BOUND=UNPROVED`. It should be reduced internally before q spends another literature pass on it. | STAGE14_Q13=COMPLETE_CORRELATION_ONLY_LITERATURE_RADAR
stages/stage14/archive/docs/q-research/stage14-q13-summary.md	literature	STAGE14_Q13=COMPLETE_CORRELATION_ONLY_LITERATURE_RADAR | STRICT_SUBSQRT_POWER_SAVING_FROM_LITERATURE_PROVED=false | The strongest new literature lead for the low common core is de la Bretèche--Tenenbaum's multivariable arithmetic-function mean-value framework at polynomial arguments. It can naturally see the polynomial tuple `(a,b,a^2+b^2)`, but no direct Stage14 saving follows until the exact charged-once canonical allocation weight is shown to satisfy its admissibility hypotheses and the resulting local product gives an actual fixed power rather than expected-order/logarithmic control.
stages/stage14/archive/docs/q-research/stage14-q14-reciprocal-divisor-window-literature-radar.md	literature	# Stage14-q14 — reciprocal divisor-window literature radar | WHY_EXISTING_Q_LEDGER_DOES_NOT_ALREADY_ANSWER_IT=Stage14-q13 deliberately left the heavy primitive reciprocal-ray branch as an internal reverse-multiplicity problem and did not run an external theorem search for it. Merged 4fg+s7-89+brX30 now identify that branch exactly as a divisor-in-a-reciprocal-window selector on one normalized radial integer n, with finite-fiber equivalence between global and s. This is a new literature-addressable object. The fixed-U projective-prime side was already independently audited negatively by tH29 and is not re-searched broadly here. | It is a genuine primary-source example where a prime variable and a divisor-window condition are controlled in one theorem architecture, so it is the closest literature family found in this pass to a possible divisor-window/prime-window bridge. | A targeted prima
