sid	path	stage	kind	role	flags	preview	top_candidates
SRC-90B50FAB1456	stages/stage11/data/convolution_report.json	Stage11	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	pass,asymptotic,finite,conditional	{ | "metadata": { | "stage": 11, | "title": "Shared-face-diagonal convolution and two-parameter lower bound", | "generated_by": "scripts/audit_shared_p_convolution_stage11.py", | "claim_status": "The convolution identities and the N1(B) >> B^(1/2) family are unconditional. No upper bound for N2(B) and no little-o comparison are claimed." | }, | "shared_p_convolution": {	SR-STR-222:102.7:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:83.5:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-032:68.6:Exact shared-hypotenuse representation convolution; SR-STR-181:61.6:Primitive physical two-face gluing and compact conjugate-gap chart; SR-STR-151:58.3:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion ; SR-STR-216:57.9:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-200:57.8:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-225:52.2:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall
SRC-EA1F4CF84417	stages/stage12/archive/INDEX.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS		# Stage12 archive index | This index answers two questions for the frozen Stage12 history: | 1. **which task used this script/data?** — encoded by the directory name; | 2. **what does the file do?** — encoded by the short filename. | ## Mathematical/audit scripts and reports | | Task | Script(s) | Data | Role | | |---|---|---|---| | | N1 | `scripts/n1/audit_average.py`, `scripts/n1/update_memo.py` | `data/n1/average_report.json` | shared-`p` average audit before the primitive-compatible N1b refinement |	SR-STR-222:94.1:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-218:62.4:Fixed-tuple projective all-short lattice refinement and cross-tuple energy quant; SR-STR-223:62.1:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-165:61.0:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-162:54.0:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-219:52.2:Fixed-direction j=1728 fiber compression versus active-direction sparsity barrie; SR-STR-225:52.2:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-169:44.9:Correlation-only canonical-divisor/projective-mover transfer suite
SRC-3832AB40204C	stages/stage12/archive/data/2/hyperbola_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	asymptotic,finite,existence	{ | "metadata": { | "stage": "12-N1-2", | "title": "Exact hyperbola coordinates for the shared-p convolution", | "generated_by": "scripts/audit_shared_p_hyperbola_stage12_n1_2.py", | "claim_status": "Exact finite identities only; no asymptotic formula is claimed." | }, | "exact_reparameterization": {	SR-STR-222:84.1:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-169:77.6:Correlation-only canonical-divisor/projective-mover transfer suite; SR-STR-165:69.4:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-223:55.7:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-163:54.7:Branch-sensitive generalized-Jacobian/Prym and rational-2-torsion descent interf; SR-STR-032:51.5:Exact shared-hypotenuse representation convolution; SR-STR-173:50.5:Conditioned divisor-support hierarchy from reciprocal CRT through second reverse; SR-STR-200:48.8:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com
SRC-34673609A28E	stages/stage12/archive/data/2b/average_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	open,fail,asymptotic,finite	{ | "metadata": { | "stage": "12-N1-2b", | "title": "Shared-prime correction for the multiplicative hyperbola weight", | "generated_by": "scripts/audit_shared_p_average_stage12_n1_2b.py", | "claim_status": "Exact factorization and finite diagnostics only; no asymptotic claim." | }, | "exact_factorization": {	SR-STR-223:94.3:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-200:62.7:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-145:62.5:Paired Gaussian-norm squareclass parity sieve for Stage19 zero density; SR-STR-222:59.1:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-165:51.8:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-216:46.7:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-148:45.9:One-face conditioning logarithmically enhances space-diagonal survival over the ; SR-STR-186:45.9:Balanced inert-prime quartic square-sieve dispatch
SRC-7C37EC35394A	stages/stage12/archive/data/2c/gao_zhao_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	proved,asymptotic	{ | "metadata": { | "stage": "12-N1-2c", | "title": "Gao-Zhao compatibility audit", | "generated_by": "scripts/audit_gao_zhao_compatibility_stage12_n1_2c.py", | "source": "Gao-Zhao, arXiv:1812.07863", | "claim_status": "Structural comparison only; no asymptotic theorem claimed." | },	SR-STR-165:98.5:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-222:86.2:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-225:75.1:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-223:66.2:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-199:50.0:Split-quartic agreement allocation and reciprocal Edwards-Cayley reduction; SR-STR-224:45.9:Fixed-R coefficient-cell accumulation and hyperbolic boundary barrier; SR-STR-186:44.1:Balanced inert-prime quartic square-sieve dispatch; SR-STR-169:43.7:Correlation-only canonical-divisor/projective-mover transfer suite
SRC-C0BBF7965361	stages/stage12/archive/data/2d/modular_hyperbola_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	proved,unproved,asymptotic	{ | "metadata": { | "stage": "12-N1-2d", | "title": "Modular-hyperbola uniform-error audit", | "generated_by": "scripts/audit_modular_hyperbola_stage12_n1_2d.py", | "source": "Shparlinski, Modular Hyperbolas, arXiv:1103.2879 (Theorem 13, (10), circle-domain consequence, Questions 15 and 31)", | "claim_status": "Compatibility and exponent-budget audit only; no asymptotic theorem claimed." | },	SR-STR-222:223.8:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:155.1:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-165:138.9:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-225:128.2:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-166:105.4:Dual-root-line eliminant determinant/Kloosterman transfer dichotomy; SR-STR-169:103.8:Correlation-only canonical-divisor/projective-mover transfer suite; SR-STR-200:97.7:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-224:94.8:Fixed-R coefficient-cell accumulation and hyperbolic boundary barrier
SRC-F862D39ACDBC	stages/stage12/archive/data/2e/divisor_dyadic_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	proved,asymptotic,finite	{ | "metadata": { | "stage": "12-N1-2e", | "title": "Exact divisor expansion and dyadic modulus budget", | "generated_by": "scripts/audit_divisor_dyadic_stage12_n1_2e.py", | "claim_status": "Exact algebraic expansion, finite checks, and sufficient error criteria only; no asymptotic theorem claimed." | }, | "coefficient": {	SR-STR-225:145.0:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-223:144.6:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-222:141.8:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-224:117.4:Fixed-R coefficient-cell accumulation and hyperbolic boundary barrier; SR-STR-200:114.4:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-165:108.4:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-209:98.6:Common-core centered root discrepancy and variable-modulus character/projective-; SR-STR-179:97.1:Full-radical squarefree CRT projective-line incidence cover
SRC-340C394FDF50	stages/stage12/archive/data/2f/main_term_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	proved,open,pass,asymptotic,numerical,finite,conditional,nonexistence,existence	{ | "metadata": { | "stage": "12-N1-2f", | "title": "Formal main term, local densities, and repeated-side closure", | "generated_by": "scripts/audit_main_term_stage12_n1_2f.py", | "claim_status": "Exact local-density algebra and repeated-side nonexistence; formal leading term conditional on a uniform lattice remainder." | }, | "fixed_modulus_volume": {	SR-STR-222:150.2:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:128.3:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-148:106.9:One-face conditioning logarithmically enhances space-diagonal survival over the ; SR-STR-216:99.8:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-225:89.6:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-200:89.2:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-162:88.3:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-031:69.7:Finite-order Selberg-Delange theorem contract
SRC-8EA6ED4AAF43	stages/stage12/archive/data/2g/uniform_error_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	fail,asymptotic,finite,conditional	{ | "metadata": { | "stage": "12-N1-2g", | "title": "Uniform lattice-remainder compatibility audit", | "generated_by": "scripts/audit_uniform_error_stage12_n1_2g.py", | "claim_status": "Exact exponent-budget and applicability audit only; no new lattice-point or asymptotic theorem claimed." | }, | "target": {	SR-STR-222:305.3:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:225.1:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-225:168.0:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-162:146.6:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-224:133.1:Fixed-R coefficient-cell accumulation and hyperbolic boundary barrier; SR-STR-163:126.7:Branch-sensitive generalized-Jacobian/Prym and rational-2-torsion descent interf; SR-STR-165:122.5:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-166:114.9:Dual-root-line eliminant determinant/Kloosterman transfer dichotomy
SRC-D5BD149F3FC9	stages/stage12/archive/data/2h/poisson_split_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	proved,asymptotic,finite	{ | "metadata": { | "stage": "12-N1-2h", | "title": "Poisson, modulus, and eccentricity decomposition audit", | "generated_by": "scripts/audit_poisson_split_stage12_n1_2h.py", | "claim_status": "Exact periodic/Fourier algebra and logarithmic mass decomposition; method compatibility only, with no asymptotic or new exponential-sum theorem claimed." | }, | "starting_point": {	SR-STR-222:354.8:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-166:211.3:Dual-root-line eliminant determinant/Kloosterman transfer dichotomy; SR-STR-225:195.3:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-165:178.2:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-200:173.6:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-223:165.0:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-162:162.3:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-209:157.9:Common-core centered root discrepancy and variable-modulus character/projective-
SRC-7C024C9B1071	stages/stage12/archive/data/2i/exponent_budget_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	proved,asymptotic	{ | "metadata": { | "stage": "12-N1-2i", | "title": "Ramanujan and exponent-pair budget", | "generated_by": "scripts/audit_exponent_budget_stage12_n1_2i.py", | "claim_status": "Exact identities and exponent algebra; compatibility audit only." | }, | "plain_language": {	SR-STR-222:148.8:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:107.7:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-225:90.4:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-204:84.9:Primitive product-norm centering and same-root Ramanujan full-conductor synchron; SR-STR-165:82.6:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-209:73.3:Common-core centered root discrepancy and variable-modulus character/projective-; SR-STR-219:72.5:Fixed-direction j=1728 fiber compression versus active-direction sparsity barrie; SR-STR-200:72.4:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com
SRC-1917E70AEDBD	stages/stage12/archive/data/2j/boundary_layers_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	proved,open,asymptotic,finite	{ | "metadata": { | "stage": "12-N1-2j", | "title": "Primitive-first Möbius and boundary-layer audit", | "generated_by": "scripts/audit_boundary_layers_stage12_n1_2j.py", | "claim_status": "Exact primitive-first convolution, parity support, residue algebra, and finite count equivalence; uniform averaged remainder remains open." | }, | "exact_primitive_first_identity": {	SR-STR-222:233.7:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:177.4:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-165:126.7:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-200:120.4:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com; SR-STR-202:114.2:Root-gcd square transfer and globally odd-primitive square-root saturation; SR-STR-162:109.2:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-169:107.8:Correlation-only canonical-divisor/projective-mover transfer suite; SR-STR-225:105.4:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall
SRC-97F5FF513AD7	stages/stage12/archive/data/2k/final_remainder_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	asymptotic,numerical,finite,conditional,nonexistence,existence	{ | "metadata": { | "stage": "12-N1-2k", | "title": "Final primitive remainder, Euler constant, and beta two-modulus audit", | "generated_by": "scripts/audit_final_remainder_stage12_n1_2k.py", | "claim_status": "The primitive-oriented leading asymptotic is reduced to standard fixed-domain primitive-circle and multivariable mean-value theorems; exact algebra and finite regressions are audited, while the numerical Euler product is not an enclosure." | }, | "fixed_base_coefficient": {	SR-STR-222:201.0:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-148:113.5:One-face conditioning logarithmically enhances space-diagonal survival over the ; SR-STR-216:113.3:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-223:112.8:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-165:108.4:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-015:105.7:R504 elliptic base-change exceptional Prym locus gate; SR-STR-162:102.0:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-200:94.9:Primitive common-core Gaussian root-line spacing and dual Cayley orientation com
SRC-21E8F38A5E3D	stages/stage12/archive/data/2l/dlb_hypotheses_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	proved,fail,asymptotic,finite	{ | "metadata": { | "stage": "12-N1-2l", | "claim_status": "Exact local algebra and hypothesis audit only; P2/P3 are not proved." | }, | "de_la_breteche_theorem_1": { | "P1": "absolute convergence in a right poly-half-plane", | "P2": "holomorphic continuation after removing finitely many linear-form poles",	SR-STR-222:59.9:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-165:43.7:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-031:36.6:Finite-order Selberg-Delange theorem contract; SR-STR-169:34.4:Correlation-only canonical-divisor/projective-mover transfer suite; SR-STR-216:33.4:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-027:33.3:Weighted coprime rectangle convolution; SR-STR-162:26.6:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-209:26.3:Common-core centered root discrepancy and variable-modulus character/projective-
SRC-036919750297	stages/stage12/archive/data/2m/iterated_selberg_delange_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	asymptotic,finite	{ | "stage": "12-N1-2m", | "classification": "A_ITERATED_SELBERG_DELANGE_MAIN_TERM_FACTORIZATION_CLOSED_REGION_REMAINDER_PENDING", | "prime_checks": [ | {"prime": 5, "b_q": "4/3", "factorization_exact": true, "cross_at_1_1": "15/16"}, | {"prime": 13, "b_q": "12/7", "factorization_exact": true, "cross_at_1_1": "63/64"}, | {"prime": 17, "b_q": "16/9", "factorization_exact": true, "cross_at_1_1": "99/100"}, | {"prime": 29, "b_q": "28/15", "factorization_exact": true, "cross_at_1_1": "255/256"},	SR-STR-031:34.3:Finite-order Selberg-Delange theorem contract; SR-STR-165:31.7:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-223:27.2:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-029:19.9:Fixed-prime overlap sieve with ordered limits; SR-STR-154:17.4:Exact matched M2-to-N2 finite census through one million; SR-STR-222:16.3:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-187:16.3:Same-measure fixed-prime ordered-limit squareclass sieve; SR-STR-191:14.6:Non-independent weighted local-Sha-height retainer chain
SRC-4126D9D3F2BA	stages/stage12/archive/data/2n/coupled_region_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE		{ | "classification": "A_FINAL_ROUTE_REPAIRED_AT_STANDARD_ONE_VARIABLE_THEOREM_LEVEL_REVIEW_REQUIRED", | "normalized_log_volume": "1/12", | "expected_normalized_log_volume": "1/12", | "shallow_ratio_formula": "3*tau^2-2*tau^3", | "shallow_ratio_samples": [ | {"tau": "1/10", "ratio": "7/250"}, | {"tau": "1/5", "ratio": "13/125"},	SR-STR-165:20.9:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-190:20.0:Exact diagonal-subtracted centered collision/dispersion interface; SR-STR-060:16.0:Constant-u bisection genus and physical-degeneration barrier; SR-STR-061:13.9:Affine-linear moving-u multisection discriminant classification; SR-STR-089:12.5:Residual completion rigidity at fixed outer cell; SR-STR-222:12.3:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-209:10.2:Common-core centered root discrepancy and variable-modulus character/projective-; SR-STR-196:10.2:Quantifier-safe shared-label min envelope and transverse difference-kernel local
SRC-2CC9A12AEF77	stages/stage12/archive/data/2o/analytic_closure_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE		{ | "classification": "A_ANALYTIC_CLOSURE_LEMMAS_WRITTEN_FINAL_REVIEW_REQUIRED", | "bq_identity_samples": [ | {"q": 5, "b_q": "4/3", "b_q_minus_2": "-2/3", "expected": "-2/3"}, | {"q": 13, "b_q": "12/7", "b_q_minus_2": "-2/7", "expected": "-2/7"}, | {"q": 17, "b_q": "16/9", "b_q_minus_2": "-2/9", "expected": "-2/9"}, | {"q": 29, "b_q": "28/15", "b_q_minus_2": "-2/15", "expected": "-2/15"}, | {"q": 37, "b_q": "36/19", "b_q_minus_2": "-2/19", "expected": "-2/19"},	SR-STR-224:13.6:Fixed-R coefficient-cell accumulation and hyperbolic boundary barrier; SR-STR-085:12.3:Cross-gcd primitive-scale factorization and physical diagonal product; SR-STR-146:11.8:Current certified Euler-cuboid global envelope with unresolved true exponent; SR-STR-157:11.7:Complete rational degree-two base-change descent with split/nonsplit commuting-l; SR-STR-141:11.5:Exactly-one-face ambient population order and Pythagorean scale mechanism; SR-STR-113:10.8:Delta fibers as descent coverings of one Mordell-Weil group; SR-STR-148:10.6:One-face conditioning logarithmically enhances space-diagonal survival over the ; SR-STR-142:10.6:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance
SRC-E39FB18A3707	stages/stage12/archive/data/2p/final_bookkeeping_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE		{ | "classification": "A_FINAL_BOOKKEEPING_WRITTEN_INDEPENDENT_REVIEW_REQUIRED", | "reference": { | "author": "Gerald Tenenbaum", | "title": "Introduction to Analytic and Probabilistic Number Theory", | "edition": "Third Edition", | "series": "Graduate Studies in Mathematics 163", | "publisher": "American Mathematical Society",	SR-STR-157:16.5:Complete rational degree-two base-change descent with split/nonsplit commuting-l; SR-STR-031:13.8:Finite-order Selberg-Delange theorem contract; SR-STR-135:13.2:Weighted exceptional-class adapter for the T route; SR-STR-165:12.3:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-224:12.3:Fixed-R coefficient-cell accumulation and hyperbolic boundary barrier; SR-STR-114:11.2:Full-2-torsion Selmer support under a physical cutoff; SR-STR-113:10.8:Delta fibers as descent coverings of one Mordell-Weil group; SR-STR-170:7.3:Reciprocal squareclass divisor-window transfer gate
SRC-65DB591A4D6E	stages/stage12/archive/data/n1/average_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	asymptotic,finite	{ | "metadata": { | "stage": "12-N1", | "title": "Average structure of the shared-p convolution", | "generated_by": "scripts/audit_shared_p_average_stage12_n1.py", | "claim_status": "All identities and finite counts are deterministic. The finite ratios are not asymptotic claims. A raw-chain lower bound is not an N1 lower bound." | }, | "exact_formulas": {	SR-STR-032:54.4:Exact shared-hypotenuse representation convolution; SR-STR-216:32.5:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-173:31.4:Conditioned divisor-support hierarchy from reciprocal CRT through second reverse; SR-STR-187:29.7:Same-measure fixed-prime ordered-limit squareclass sieve; SR-STR-145:28.4:Paired Gaussian-norm squareclass parity sieve for Stage19 zero density; SR-STR-223:27.5:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-222:27.2:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-154:22.3:Exact matched M2-to-N2 finite census through one million
SRC-1D52921B7E60	stages/stage12/archive/data/n1b/primitive_joint_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	asymptotic,finite	{ | "metadata": { | "stage": "12-N1b", | "title": "Primitive-compatible shared-p joint weight", | "generated_by": "scripts/audit_shared_p_primitive_joint_stage12_n1b.py", | "claim_status": "The gcd reduction, primitive-scale decomposition, Mobius joint identity, and finite cross-checks are exact. No asymptotic estimate is claimed." | }, | "exact_lemmas": {	SR-STR-222:48.8:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:44.5:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-193:32.5:E-column Walsh collapse and root-sawtooth spacing closure; SR-STR-173:31.0:Conditioned divisor-support hierarchy from reciprocal CRT through second reverse; SR-STR-202:30.0:Root-gcd square transfer and globally odd-primitive square-root saturation; SR-STR-225:29.2:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-201:29.0:Residual-host Gaussian-core lift and joint-core row-column reconstruction; SR-STR-190:28.3:Exact diagonal-subtracted centered collision/dispersion interface
SRC-D1115D2A76A4	stages/stage12/archive/data/n1c/global_mobius_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	asymptotic,finite	{ | "metadata": { | "stage": "12-N1c", | "title": "Global Mobius inversion of the distinct shared-p convolution", | "generated_by": "scripts/audit_shared_p_global_mobius_stage12_n1c.py", | "claim_status": "All identities and finite checks are exact. No asymptotic estimate is claimed." | }, | "exact_identites": {	SR-STR-223:60.9:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-222:58.3:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-225:39.1:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-165:36.0:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-216:35.5:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient ; SR-STR-218:34.0:Fixed-tuple projective all-short lattice refinement and cross-tuple energy quant; SR-STR-032:32.2:Exact shared-hypotenuse representation convolution; SR-STR-148:30.7:One-face conditioning logarithmically enhances space-diagonal survival over the 
SRC-0B551BC28E27	stages/stage12/archive/data/n1d/analytic_exit_report.json	Stage12	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	proved,asymptotic,finite	{ | "metadata": { | "stage": "12-N1d", | "title": "Analytic exit audit for the shared-p branch", | "generated_by": "scripts/audit_shared_p_analytic_exit_stage12_n1d.py", | "claim_status": "Finite structural checks are exact; no asymptotic theorem is claimed." | }, | "structural_checks": {	SR-STR-222:124.1:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-223:81.7:Moving genus-five triple gate and compatible paired-small-point interface; SR-STR-165:71.9:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-169:70.8:Correlation-only canonical-divisor/projective-mover transfer suite; SR-STR-209:64.4:Common-core centered root discrepancy and variable-modulus character/projective-; SR-STR-190:59.6:Exact diagonal-subtracted centered collision/dispersion interface; SR-STR-163:57.7:Branch-sensitive generalized-Jacobian/Prym and rational-2-torsion descent interf; SR-STR-159:56.0:R505 common-squarefree-core Stage19 receiver with R506 rank-one coordinate subsu
SRC-C76B70C21A76	stages/stage12/archive/docs/README-old-layout.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS		# Stage12-N1-2 archive | Stage12-N1-2 is frozen at the final R09 self-contained bundle. This directory preserves derivation history, repair documents, superseded finals, and old review manifests. These files are provenance/history, not the active reading path. | ## Active Stage12 entry points | - Canonical proof text: `../../stage12-final.md` | - Final R09 review HTML: `../../../review/PC-N1-2-FINAL-SELF-CONTAINED-20260807-R09.html` | - Final R09 manifest: `../../review/stage12-n1-2-final-self-contained-manifest-20260807-r09.md` | The frozen theorem scope remains the bundle-defined primitive oriented count only. Selberg--Delange remains an external published theorem-level input. | ## Archive layout	SR-STR-222:68.7:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-207:41.1:Nested primitive-slope acceptance and canonical two-factor density receiver; SR-STR-162:29.4:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-169:27.1:Correlation-only canonical-divisor/projective-mover transfer suite; SR-STR-225:27.1:Signed fixed-U Kummer rectangle/Rayleigh receiver and polar-Schatten firewall; SR-STR-219:25.9:Fixed-direction j=1728 fiber compression versus active-direction sparsity barrie; SR-STR-121:23.4:No-independent-sieve certificate for the frozen local-root ledger; SR-STR-032:21.1:Exact shared-hypotenuse representation convolution
SRC-E35DDB618631	stages/stage12/archive/docs/proof-chain-2j-to-2p-review-page.md	Stage12	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	open	--- | layout: null | title: "Stage12-N1-2j through 2p proof-chain review" | permalink: /review/PC-N1-2J-2P-PROOF-CHAIN-20260807-R01.html | --- | <style> | :root { | color-scheme: light dark;	SR-STR-165:59.8:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-222:50.0:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-031:49.4:Finite-order Selberg-Delange theorem contract; SR-STR-151:48.9:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion ; SR-STR-162:48.0:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-191:47.3:Non-independent weighted local-Sha-height retainer chain; SR-STR-219:43.6:Fixed-direction j=1728 fiber compression versus active-direction sparsity barrie; SR-STR-206:40.9:Single-prime two-square influence and primitive projective-slope transport chain
