SR-STR-132	Corridor-normalized directional receiver calculus	A frozen same-measure transition expresses global lower and upper exponents through corridor occupancy and conditional multiplicity, with directional receivers identifying which deficit would determine the exponent.	corridor decomposition for perfect cuboid support; corridor-normalized directional receiver calculus
SR-STR-133	Half-power bottleneck taxonomy for the N2 upper attack	The strict sub-square-root attack is reduced to five audited route classes—host saturation, growing-modulus sieve, Kummer support, moving genus-one fibers, and external analytic receivers—with explicit incompatibility gates.	attack taxonomy for perfect cuboid support; half-power bottleneck taxonomy for the n2 upper attack
SR-STR-134	Fixed-moment exponent equivalence on the MAIN witness host	For a fixed positive moment, the MAIN witness sum is exponent-equivalent to occupied support unless a genuine moment deficit is proved; fixed-moment repackaging alone gives no saving.	moment equivalence for perfect cuboid support; fixed-moment exponent equivalence on the main witness host
SR-STR-135	Weighted exceptional-class adapter for the T route	A T-route averaged theorem is sufficient only in weighted form: good classes satisfy the target saving while exceptional classes carry power-saving total physical mass.	weighted averaging for perfect cuboid support; weighted exceptional-class adapter for the t route
SR-STR-136	Balanced-wall common-core reconstruction barrier	On the fully balanced wall, common-core scale splitting and reduced-column reconstruction leave a multiplicity term; root-line information cannot be recharged after it already defines the host.	reconstruction bound for perfect cuboid support; balanced-wall common-core reconstruction barrier
SR-STR-137	Fixed-U averaging collapses to a pointwise gate	For fixed U the admissible class universe is subpolynomial, so removing only a fixed-power fraction of exceptional classes gives no exponent saving; the surviving theorem must control weighted bad mass.	averaging barrier for perfect cuboid support; fixed-u averaging collapses to a pointwise gate
SR-STR-138	Outer-U weighted exceptional-mass receiver	Outer-U cardinality supplies no independent saving; closure requires either a power-saving bound for total bad physical mass or a weighted second moment in the same complete-host measure.	weighted second moment for perfect cuboid support; outer-u weighted exceptional-mass receiver
SR-STR-139	Same-measure physical occupancy L1/L2/exceptional-tail equivalence	On MAIN physical fibers, mu_x=H_x/H and rho_x=F_x/H_x in [0,1]. A fixed-power deficit in sum mu_x rho_x, sum mu_x rho_x^2, or the weighted tail mu{rho_x>B^-alpha} is equivalent up to constant exponent loss by Cauchy, rho^2<=rho, splitting, and Markov.	MAIN physical occupancy moment equivalence; high-occupancy tail versus weighted moments
SR-STR-140	Uniform high-occupancy physical-mass deficit gate on the MAIN wall slab	For fixed eta0, alpha,beta>0, with E_alpha={(P,U):F_MAIN(P,U;B)>B^-alpha H_phys^MAIN(P,U;B)}, the missing theorem is sum_{E_alpha} H_phys^MAIN << B^-beta+o(1) sum_{P,U} H_phys^MAIN. It would imply a strict wall power deficit; no such alpha,beta are proved.	UniformWallSlabMAINHighOccupancyPhysicalMassDeficit; MAIN high-occupancy physical-mass gate
SR-STR-141	Exactly-one-face ambient population order and Pythagorean scale mechanism	For primitive canonical R<=B cuboids with exactly one integral face and no space condition, M1(B) asymp B^2 log B and M1(B)/U(B) asymp log(B)/B. The power drop comes from replacing one free edge-pair by scaled primitive Pythagorean faces; the logarithm comes from the harmonic face-scale sum.	Stage16 one-face ambient law; M1(B) one-face population
SR-STR-142	Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance	For primitive canonical R<=B cuboids with integral space diagonal and no face restriction, N_S^all(B)~B^2/(32G). The zero-integral-face subpopulation N_S^0(B) has the same main term, while the faceful complement is O_epsilon(B^(1+epsilon)); hence the intrinsic ambient space-diagonal cost relative to U(B) is one power of B.	Stage16S space baseline; SPACE_AT_LEAST SPACE_ONLY
SR-STR-143	Exactly-two-face ambient asymptotic and cubic-host thinning law	For primitive canonical R<=B cuboids with exactly two integral face diagonals and no space-diagonal condition, M2(B)~C_M2 B(log B)^5 with C_M2>0; against U(B)=pi B^3/(36 zeta(3))+O(B^2), M2/U~[36 zeta(3) C_M2/pi](log B)^5/B^2.	Stage18 M2 ambient law; exactly-two face cubic-host thinning
SR-STR-144	Shared-edge double-Pythagorean normal form for the exactly-two-face host	Every Stage18 object has a unique shared edge s for its two successful faces and can be written s^2+x^2=p^2, s^2+y^2=q^2 with x^2+y^2 nonsquare. The two face conditions are coupled through s and are not independent random-square tests.	Stage18 double-Pythagorean host; shared-edge two-face normal form
SR-STR-145	Paired Gaussian-norm squareclass parity sieve for Stage19 zero density	On the shared-edge toric chart A=N(mr+i ns), B=N(ms+i nr), R integral iff sf(A)=sf(B). For good split p=1 mod 4 the same-measure parity acceptance is rho_p=(p^4+4p^3+22p^2+4p+1)/((p+1)^2(p^2+6p+1)) with 1-rho_p=4/p+O(p^-2); the finite-prime product tends to zero and proves N2/M2->0. This local sieve is not the source of the separate half-power global upper bound.	Stage19 local squareclass sieve; paired Gaussian-norm zero-density mechanism
SR-STR-146	Current certified Euler-cuboid global envelope with unresolved true exponent	For the primitive canonical Euler population under R<=B, the current project-wide bounds are: for every epsilon>0, M3(B)>>_epsilon B^(1/3-epsilon), and for every fixed eta<1/46, M3(B)<<_eta B(log B)^(5-eta). The lower is the generalized two-parameter Saunderson theorem promoted by Stage26; the upper is the explicit thin-cover bound inherited by the Stage20 closeout. No epsilon-free one-third lower, asymptotic, or true exponent is identified.	current Euler population envelope; M3 current project-wide bracket
SR-STR-147	Euler third-face local blocker law and sieve-dimension-two rarity mechanism	For third-face completion on the two-face host, delta_2=2/9 and for odd p, delta_p=2(p-chi_4(p))/(p^2+6p+1)=2/p+O(p^-2). Every Euler brick avoids all blockers; fixed finite prime sets have product survival and give a local zero-density mechanism, but the sieve does not determine the true global M3 exponent.	Stage20 local blocker law; Euler third-face sieve dimension two
SR-STR-148	One-face conditioning logarithmically enhances space-diagonal survival over the ambient space baseline	Stage21 proves N1/M1~(kappa*pi/18)(log B)^2/B while N_S^all/U~[9 zeta(3)/(8 pi G)]/B, hence (N1/M1)/(N_S^all/U)~[4 kappa pi^2 G/(81 zeta(3))](log B)^2 -> infinity. The intrinsic polynomial space cost remains B^-1; the enhancement is localized to the shared-P multiplicative principal bulk, with fine pole/local-factor allocation unresolved. The hostile-audited geometric ledger gives M1:(a,b)=(2,2) on the F_2 resolution and N1:(a,b)=(1,4) on the Q(i)-twisted 4A1 quartic-del-Pezzo resolution, so the Stage21 transition has (Delta a,Delta b)=(-1,+2). This explains the B^-1(log B)^2 scale at the Manin-invariant level; it does not identify independent local factors or common Dirichlet pole slots.	Stage21 ambient-control interaction; shared-P principal-sector log2 enhancement
SR-STR-149	Geometric b-invariant explanation of the Stage22 log-four second-face enhancement	Under the matched height invariant, M1 has (a,b)=(2,2), N1 has (1,4), and M2 has (1,6). Thus the Stage22 logarithmic exponent jump is b(M2)-b(M1)=6-2=4, with decomposition (6-2)=(4-2)+(6-4)=2+2 through the Stage21 target. This is a geometric invariant decomposition, not four independent probabilities or Dirichlet poles. Directionally, M2,j/M1~(4*pi^2*C_j/3)(log B)^4/B for j=a,b,c and the raw-pair third-face nonsquare postfilter satisfies M2,j/P_j->1; this proves robustness of the log-four scale but no four-factor independence law.	second-face log4 geometric mechanism; Stage22 2+2 b-jump decomposition
SR-STR-150	Global mod-8 exclusion of the consecutive-parameter AR-039 Stage19 slice	The selected Stage17-originating slice requires w^2=(t^2+1)(t^2+2t+2). With s=2t+1 and W=4w this is the genus-one quartic W^2=s^4+6s^2+25. For every integer t the product is 2 mod 8, while squares mod 8 are 0,1,4; therefore this entire integral parameter slice has zero Stage19 hits.	Stage23 Q03 slice exclusion; consecutive Pythagorean parameter torsor obstruction
SR-STR-151	Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion gate	The Stage23 Q06 source chain identifies physical height exactly as H_M=d on the two-face Kummer surface, gives bounded oriented-object multiplicity, and sharpens the fixed-squareclass (4,4) receiver Z^2=kappa P_U(x,y) to the Jacobi square lift y^2=(t^2+s)(1+s t^2). A single fixed physical rational curve has height exponent at most 1/2, but no uniform count for the moving transverse Jacobi/Kummer family is proved, so the global half-power Stage19 ceiling is not improved.	Stage23 Q06 exact-height receiver; SharedUTransverseJacobiSquareLiftIncidence
SR-STR-152	Already-space pair-overlap thinning for the second-face transition	On the Stage17 source host, x^2+y^2=p^2 and p^2+z^2=d^2 are already imposed. Entering Stage19 requires x^2+z^2=q^2 or y^2+z^2=q^2. The same-host pair-overlap theorem gives N2(B)<=P(B)=o(B(log B)^3), hence N2(B)/N1(B)->0 without charging the space condition again.	Stage23 source-host causal zero density; already-space pair-overlap mechanism
SR-STR-153	Odd-odd Stage15-2 family mod-16 space-lift annihilation	For the historical Stage15-2 explicit exactly-two ambient family with coprime odd p,q, the space condition is R^2=17(p^4+q^4). Since p^4=q^4=1 mod 16, the right side is 2 mod 16, impossible for an integer square; the entire odd-odd specialization has zero Stage19 survivors.	ambient linear family space-lift death certificate; odd-odd two-face family annihilation
SR-STR-154	Exact matched M2-to-N2 finite census through one million	Under the identical primitive canonical R<=B Stage24 contract, exact matched counts are tabulated through B=1,000,000; at the endpoint M2=13,817,725 and N2=255, with directional target counts (98,101,56). The later-window effective slopes are diagnostic only and are explicitly not promoted to an asymptotic exponent.	Stage24 checkpoint20 matched panel; M2 to N2 regression oracle
SR-STR-155	Fixed rational-curve sub-square-root ceiling and moving-family gate	With exact physical Kummer height H_M=d=R, the M.C=4 physical rational-bisection mechanism is empty. Hence every fixed physical rational curve has M.C>=5 and contributes O(B^(2/5+o(1))); every fixed finite union is strict sub-square-root. No uniform implied constant or o(1) is proved across a B-dependent moving family, leaving the moving Jacobi/Kummer first-small-point gate unresolved.	Stage24 fixed-curve localization; moving-family half-power barrier
SR-STR-156	Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate	For E_{1,s}: y^2=x(x-(2s)^2)(x+(s^2-1)^2), with (a,b,c)=(2s,s^2-1,s^2+1), the geometric generic Mordell-Weil rank is 0. Yoshida's displayed fixed-fiber orbit at s=5/3 has h(t_n)=Theta(n^2), hence contributes only O(sqrt(log B)) indices below physical height B; the displayed positive-rank s-sequence likewise has O(sqrt(log X)) parameters of height <=X.	R503 Yoshida gate; fixed-fiber elliptic orbit sparsity
SR-STR-157	Complete rational degree-two base-change descent with split/nonsplit commuting-lift loci	For target-fixed degree-two phi in Q(u), the unique deck involution is Q-rational. Up to source PGL2(Q), split maps are (A u^2+B)/(C u^2+D); nonsplit squareclass d maps are (A(u^2+d)+Bu)/(C(u^2+d)+Du). In the split stratum the reciprocal commuting-lift locus factors (AB-CD)(AB+CD)(AD+BC)=0. In the nonsplit stratum genuine commuting Q-lifts occur on BD=4dAC and D^2-B^2+4d(A^2-C^2)=0; the third candidate B^2+D^2=4d(A^2+C^2) has lift discriminant -Delta^2 and no nondegenerate Q-involutive lift.	R504 degree-two descent; split nonsplit source normal form
SR-STR-158	Explicit nonsplit degree-two R504 rank-jump construction	For phi(u)=(u^2+4u-3)/(7-u^2), with nonsplit squareclass -6 and deck delta=-(u+7)/(u+1), the second involution epsilon=(5-u)/(u+1) gives quotient V^2=2(x^4+8x^3-64x-64) with I=3072,J=0 and Jacobian Q-isomorphic to E0:y^2=x^3-4x. The inherited and new E0 quotient differential lines are independent, so rank E_phi(Q(u))>=2.	R504 nonsplit rank jump
SR-STR-159	R505 common-squarefree-core Stage19 receiver with R506 rank-one coordinate subsumption	For A=m^2 r^2+n^2 s^2 and B=m^2 s^2+n^2 r^2, Stage19 space integrality is exactly AB square, equivalently sf(A)=sf(B), equivalently A=kP^2 and B=kQ^2 for one positive squarefree k. The common-leg coordinates u=mr,v=ns,w=ms,z=nr satisfy uv=wz and A=u^2+v^2, B=w^2+z^2, so R506 is the same rank-one toric receiver rather than an independent parameter dimension. Fixed finite core/cell elliptic slices alone do not supply a polynomial lower; the remaining R505 progress gate is a genuinely stronger whole-family physical-height theorem or a new explicit family, not an impossibility statement.	R505 common core; R506 common leg rank one subsumption
SR-STR-160	All-shared-edge directional quarter-power Stage19 lower	For each canonical shared edge j in {a,b,c}, N2,j(B) >>_j B^(1/4). R501 on 9/2<t<5 supplies canonical shared edge a, the audited R501 cone supplies b, and R502 supplies c. Hence N2,j/M2,j >>_j B^(-3/4)(log B)^(-5) and the matched Stage24 interaction J2,j >>_j B^(1/4)(log B)^(-5) -> infinity in every direction; also N2,j/N1 has the adjacent-stratum corridor B^(-3/4)(log B)^(-3) <<_j N2,j/N1 <<_epsilon B^(-1/2+epsilon)(log B)^(-3).	all three shared-edge chambers; directional N2 lower
SR-STR-161	Separated quadratic-Jacobi large-sieve and hyperbolic-boundary firewall	After genuine one-variable coefficient separation, quadratic-character blocks sum by Heath-Brown/Liu and Wilson-type rectangular/hyperbolic estimates; the one-small-variable switched boundary may use Wilson neutraliser technology. No such theorem licenses an arbitrary correlated matrix W(u,v): separation or an L2/covariance reduction must be proved first.	Euclid-correlated quadratic large sieve firewall; one-small-variable switched Jacobi boundary
SR-STR-162	Moving first-small-point height pipeline via large prime plus complete 2-descent	For E_F: W^2=Z(Z-S^2)(Z+X^2) on primitive Pythagorean fibers, the odd conductor is rad((SXH)_odd) while the displayed discriminant is fourth-powerful. Petsche/Naccarato are fixed-fiber tools only; the family-level transfer target is Le-Boudec-style: isolate a large prime in m,n,m-n,m+n, or m^2+n^2, force it through the exact full-2-descent cover, impose the physical logarithmic height window, and count exceptional configurations.	first-small-point lower tail; large-prime complete-descent height route
SR-STR-163	Branch-sensitive generalized-Jacobian/Prym and rational-2-torsion descent interface	Branched squareclass conditions should first be encoded by the correct generalized-Jacobian/Prym or explicit 2-isogeny/higher-descent cover. Creutz/Bruin-Poonen-Stoll-type descent supplies the branch-sensitive Kummer interface; Fisher-style rational-2-torsion descent supplies explicit dual homogeneous spaces. These are structural reductions, not moving-family power-saving theorems. In the Stage14 triple gate, the remaining x-square lift is a ramified quadratic cover of the x-level elliptic fiber product with reduced branch divisor over x=0 and x=infinity, so it is not an ordinary unramified E[2]-torsor. The selected ramified branch character is locally surjective; local obstruction counting 	branch-sensitive Kummer descent; explicit dual-cover normalization
SR-STR-164	Square/polynomial-sieve collision-cover transfer	Squareclass equality [K(theta)]=[K(theta_prime)] is equivalent to a square-lift equation Y^2=K(theta)K(theta_prime). After removing diagonal/symmetry/square components and auditing irreducibility, nonsquareness, singular loci and height conversion, Heath-Brown/Browning square-polynomial sieves or Bonolis-Pierce nonseparable polynomial sieve become the primary collision-energy weapons.	square-lift collision cover; binary quartic squareclass collision
SR-STR-165	Gaussian quadratic-Hecke large-sieve transfer with ray-class correction	For E=m^2+n^2=(m+in)(m-in), split-prime root choices are Gaussian prime-ideal choices. If a Stage14 state tensor becomes a finite sum of one-ideal-at-a-time quadratic Hecke symbols chi_a(b), Goldmakher-Louvel/Onodera Q(i) large-sieve technology applies after fixed unit/ray-class corrections and coprimality cleanup.	Gaussian root-sign Hecke packaging; Q(i) quadratic reciprocity tensor
SR-STR-166	Dual-root-line eliminant determinant/Kloosterman transfer dichotomy	For a charged-once common core carrying one Gaussian root line and one endpoint root line, derive the exact reciprocal-completion eliminant first. If it is irreducible bilinear/trilinear with a new determinant or hyperdeterminant factor, use Reuss-type lattice counts; if an exact zero-loss transform yields an inverse-fraction bilinear kernel, use Dong-Robles-Zeindler/Bettin-Chandee Kloosterman-fraction bounds.	dual root line eliminant; charged-once reciprocal completion
SR-STR-167	Pythagorean multiplicative structured-versus-uniform correlation gate	Near-maximal Pythagorean pair/triple correlations may be split into aperiodic Gowers-uniform and pretentious structured components only if the physical selectors admit a B^o(1)-complexity multiplicative/Hecke-multiplicative phase decomposition. Azevedo-Moreira plus Frantzikinakis-Host supplies the architecture; pretentious Pythagorean recurrence is a firewall showing that structure alone is not a saving.	Pythagorean structured uniform dichotomy; multiplicative phase adapter
SR-STR-168	Weighted Gaussian norm-ratio collision transfer gate	Repeated mover candidates lead to weighted Gaussian norm collisions x2*N(z1)=x1*N(z2). Parkkonen-Paulin multiplicative pair-correlation of quadratic norm values is the closest structural theorem; Baier-Bansal sparse Gaussian-modulus large sieve becomes quantitative only if a genuinely polynomial-length modulus/sample family is exposed.	weighted Gaussian norm-ratio collision; mover candidate collision energy
SR-STR-169	Correlation-only canonical-divisor/projective-mover transfer suite	Once marginal-density mechanisms are exhausted, three external architectures remain conditional on exact adapters: multivariable arithmetic-function means on (a,b,a^2+b^2) for charged canonical allocation; Kloosterman-fraction transforms for fixed-C projective determinant movers; and partially-fixed/diffuse-modulus dispersion with a verified convolution plus Siegel-Walfisz input.	canonical three-divisor correlation suite; fixed common-core projective mover
SR-STR-170	Reciprocal squareclass divisor-window transfer gate	The heavy global/s receiver becomes an existential divisor-window condition on a normalized radial integer with an admissible squareclass divisor L=J*a^2 and a reciprocal partner window. Ford divisor-in-an-interval theory is the nearest geometry, but transfer requires uniform window reduction, only B^o(1) distortion from the squareclass restriction, and domination of the charged physical n-measure.	reciprocal squareclass divisor window; radial divisor occupancy
SR-STR-171	Localized unitary-divisor shadow gate	The bare shadow is A_bare(m)=1 iff there exists a unitary divisor u||m in a transported short multiplicative interval. Ford/Drappeau-Mounier ordinary localized-divisor results become usable only after a unitary-to-ordinary bounded-distortion adapter and a window-width compatibility check; the conditional canonical/reverse completion mechanism is not part of this shadow theorem.	bare unitary shadow; localized unitary divisor occupancy
SR-STR-172	Rectangular arithmetic-progression product set has full fixed-power exponent	For nonempty fixed-E interval rectangles D,V, Xu-Zhou asymmetric arithmetic-progression product-set bounds give |D*V| >= |D||V|/(log max(|D|,|V|))^O(1) when both sides are polynomial; if one side is B^o(1), an injective slice gives the same exponent conclusion. Thus |D*V|=B^(kappa_D+kappa_V+o(1)) and ambient multiplication collisions provide no fixed B-power saving.	fixed-E distinct product capacity; full exponent product image
SR-STR-173	Conditioned divisor-support hierarchy from reciprocal CRT through second reverse	For nonnegative witness counts, support requires same-measure control rather than an unconditioned divisor average. The q17-q20 hierarchy runs: exact reciprocal-CRT witness N_rec with first/second moments implying support by Cauchy-Schwarz; filtered ternary-product first layer g*x*y=c_C*z; conditioned second-reverse extension through cp,dq and reciprocal factor pairs; and the stable joint divisor-extension moment J_rev2=sum_lambda sum_{f|W1(lambda)} R_rev2(lambda;f). Charged scalar and (E,m) pair measures may not be silently scalarized.	reciprocal CRT support hierarchy; conditioned second reverse extension
SR-STR-174	Q17-good packet / filtered-tau3 pushforward intersection gate	After prior kernels are normalized, the residual support is H=G intersect pi(Lambda), where G is the q17-good reciprocal-CRT packet and pi(Lambda) is the deterministic pushforward of charged filtered-tau3 witnesses. A direct theorem must control #Lambda_H=sum_{lambda in Lambda}1_G(pi(lambda)) on every principal cell with both filters and the scalar or (E,m) measure intact; generic AP equidistribution of a larger ambient sequence is insufficient without an indicator-correlation adapter.	q17-good packet intersection; filtered tau3 pushforward support
SR-STR-175	Integral full-2-descent witness as a smooth intersection of two quadrics	For E_{S,X}: W^2=Z(Z-S^2)(Z+X^2), write Z=A/D^2 and Y^2=G0G1G2 with G0=A, G1=A-S^2D^2, G2=A+X^2D^2. Factoring Gi=di ui^2 gives two quadrics Q1=d0u0^2-d1u1^2-S^2D^2 and Q2=d2u2^2-d0u0^2-X^2D^2. For a nonzero fixed packet their pencil has determinant proportional to lambda*mu*(lambda-mu)*(lambda*S^2+mu*X^2), so the four singular members are distinct and the projective intersection is a smooth degree-4 genus-one curve.	
SR-STR-176	Compact rational-2-torsion translation and canonical physical denominator	Translation by T0=(0,0) sends Z to -S^2X^2/Z. For a physical point this lies in (-X^2,0), and in the two-face chart D_T^2=X2^2/gcd(X2^2,U V), dividing H2-S2. The compact class lies in four sign/orientation packets. D_T is physical-point dependent and differs from generic D and least-packet D_min.	
SR-STR-177	Dual half-angle selector cancellation with four-cell gcd matrix	For H2±S2=kappa(s^2,t^2), the two compact selectors have exact square cancellations gcd(N_-,H2-S2)=kappa k_-^2 and gcd(N_+,H2+S2)=kappa k_+^2. The four pairwise-coprime good-odd cells q_{--},q_{-+},q_{+-},q_{++} form the selector gcd matrix, and the product identity yields QK=X2/kappa. The complete matrix square is automatic.	
SR-STR-178	Euclid five-column squarefree-kernel routing and local Hilbert adapter	For primitive opposite-parity m>n, support refines to m,n,m-n,m+n,m^2+n^2 with orientation-aware routing to S,X,H. The Q2 pairing uses epsilon(u)=(u-1)/2 and omega(u)=(u^2-1)/8 mod 2, but the generic Hilbert table alone does not classify the covering image.	
SR-STR-179	Full-radical squarefree CRT projective-line incidence cover	For odd squarefree q and unit A,B, A x^2=B y^2 mod q is empty if a local ratio is nonsquare; otherwise it is covered by 2^omega(q) CRT projective lines x=r y mod q, each a rank-two lattice of index q. The full odd radicals R_S,R_X,R_H are exact witness congruence moduli even when selected kernels are proper divisors.	
SR-STR-180	Moving diagonal-pair genus-one quartic with smaller-diagonal enumeration	Fixing a core and one diagonal pair puts the opposite reduced slope t on a smooth even quartic W^2=F0((b0d0)^2-(a0c0)^2t^4), with an injective primitive-diagonal-to-slope map. Smaller-diagonal enumeration plus a separate B^o(1) bounded-height multiplicity theorem gives the good-cell bound; genus one alone does not.	
SR-STR-181	Primitive physical two-face gluing and compact conjugate-gap chart	For oriented primitive Pythagorean faces with S1=g*alpha and S2=g*beta, minimal shared-edge gluing is e=g*alpha*beta=lcm(S1,S2), x=beta*X1, y=alpha*X2; a common scale t equals gcd(e,x,y), so primitivity forces t=1. With t1=X1/S1, t2=X2/S2 and L=lcm(S1,S2), (e,x,y)=L(1,t1,t2) and the ambient real height is D_R=L*sqrt(1+t1^2+t2^2), without any rational or integral space-diagonal condition. On the physical space-diagonal branch, G^2=H^2*S2^2+S^2*X2^2=S^2*H2^2+X^2*S2^2 gives an induced integral triple, while compact conjugates satisfy N_phys*N_-=S^2*X^2*(R_-)^2 and Z_-=-U*V/X2^2. These are exact coordinate adapters, not population estimates.	
SR-STR-182	Radical-poor hypotenuse support sparsity and polynomial witness box	In the recorded Stage14 receiver, hypotenuse support radical at most B^rho gives a B^(rho+epsilon)-sparse supported base/class family. Separately, a logarithmic canonical-height witness has denominators and integral factors in a fixed polynomial box, so finite-dimensional dyadic subdivision costs B^epsilon. Neither statement alone counts rational points.	
SR-STR-183	Exact eight-state Q2 Kummer covering image	For the normalized local triple [q],[q-1],[q+t^2] with v2(t)>=2, exactly eight of the 64 product-square states occur: (1,1,1),(3,7,5),(5,1,5),(7,7,1),(2,1,2),(6,7,10),(10,1,10),(14,7,2), using representatives 1,3,5,7,2,6,10,14 in Q2*/Q2*^2.	
SR-STR-184	Injective primitive third-face transfer from a physical two-face edge	Given physical F1=(S,X,H), F2=(S2,X2,H2), g=gcd(S,S2), G=gd and c=gcd(H,X2), the primitive reduction F3=(HS2/(gc), SX2/(gc), d/c) is Pythagorean and H3<=d. The physical edge is recoverable from (F2,F3), so the map is injective. Every image satisfies (S3X2)^2-(X3S2)^2 being a nonzero square, only a necessary condition.	
SR-STR-185	Pairwise gcd support of integral witness factors	For G0=A, G1=A-S^2D^2, G2=A+X^2D^2 with gcd(A,D)=1, every prime dividing D is coprime to all Gi and gcd(G0,G1)|S^2, gcd(G0,G2)|X^2, gcd(G1,G2)|H^2. Thus odd overlap supports 01,02,12 lie on the disjoint primitive Pythagorean edges S,X,H.	
SR-STR-186	Balanced inert-prime quartic square-sieve dispatch	For the fixed quartic F(P,Q)=PQ(Q-P)(Q+P), inert primes p=3 mod 4 have exact complete trace cancellation. On a product-square packet with square-part box volume M=XYZW and H=min(X,Y,Z,W), the proved square-sieve inequality is optimized at auxiliary prime scale L=H^(4/5), giving N_packet << M H^(-4/5) B^o(1). Thin packets switch to the exact shared-squareclass four-cell decomposition rather than being discarded.	
SR-STR-187	Same-measure fixed-prime ordered-limit squareclass sieve	For Q(B) subset P(B) with identical physical measure and, for each fixed finite good-prime set S, a CRT-refined asymptotic plus necessary local acceptance rho_p, limsup Q(B)/P(B)<=prod_{p in S}rho_p. Only after B->infinity may S expand; if the ordered products tend to zero, Q(B)/P(B)->0. This proves qualitative zero density, not a fixed-power saving.	
SR-STR-188	Uniform adjacent two-cell O(p) transform via Newton-polyhedron and stationary phase	For the adjacent two-cell mixed transform, the four-Kummer Gauss lift has Phi=hR+kS+U(1-RS)+V(1+RS)+W(S-R)+Z(S+R). Lei Fu Newton-polyhedron nondegeneracy yields uniform torus O(p) off h=±k, with exceptional lines treated exactly. Independently, Katz-Laumon stationary phase for H=(1-RS)(1+RS)(S-R)(S+R) gives uniform |T_p(h,k)|<<p after generic, diagonal and axis splitting. The archived mainline proof also records the adjacent two-cell square-sieve consequence N_2cell(R,S) << (R S)^(2/3) B^o(1) on the physical packet.	
SR-STR-189	Radical-rich incidence / small-denominator trichotomy	For R_H=rad_odd(H), U*=max(|u1|,|u2|), thresholds rho,nu: R_H>=B^rho and U*>=B^nu gives full-radical rectangle gain B^(-min(rho,nu)+epsilon), while R_H>=B^rho and U*<B^nu forces D<2B^nu. Together with radical-poor sparsity, every witness is radical-poor, long-coordinate incidence, or small-D.	
SR-STR-190	Exact diagonal-subtracted centered collision/dispersion interface	For physical labels z and c_z(p)=1_good chi_p(F~(z)), define G_xi(p,q)=sum_z a_z c_z(p)c_z(q), D_xi=sum_z |a_z|^2 c_z(p)^2c_z(q)^2, and R_cent=sum_{p,q}(|G_xi|^2-D_xi)=sum_{z!=z'} a_z conjugate(a_z') |sum_p c_z(p)c_z'(p)|^2. The identity is signed; residue diagonal, principal squareclass coherence, and nonprincipal selector dispersion remain distinct.	
SR-STR-191	Non-independent weighted local-Sha-height retainer chain	On one nonnegative weighted family A_Q>=S_Q>=R_Q>=H_Q,C, the exact local, global/Sha and first-small-point retainers combine without independence: H_Q,C <= rho_ht*rho_glob*rho_loc*A_Q + rho_ht*rho_glob*E_loc + rho_ht*E_glob + E_ht. The middle complement is the Sha trap R_Q=S_Q-T_Q and the final complement is H_Q,C=R_Q-U_Q,C.	three-gate weighted retainer chain; local global height deterministic transfer
SR-STR-192	K4 reciprocity 2-core peeling and three-regime graph escape	The six reciprocal Jacobi edges on m,n,m-n,m+n form K4. Leaf peeling closes every empty 2-core monomial (38 of 64 edge subsets); the remaining 26 have cores C3 (16), C4 (3), diamond (6), or K4 (1). A three-regime escape with eta=1/100 closes every nonempty core, with conservative regular-box saving M^(-1/200+epsilon).	K4 two-core escape; reciprocity graph leaf peeling
SR-STR-193	E-column Walsh collapse and root-sawtooth spacing closure	For e=ker_odd(m^2+n^2), the full odd norm-column indicator collapses exactly to I_E(d1;e)=2^(-omega(e))*sum_{v|e}(d1/v). After the other reciprocal edges are contracted, the final signed-root linear-E sawtooth kernel is controlled by positive-definite forms X^2+Y^2, 2X^2+/-2XY+Y^2; divisor spacing yields E_rec(M)<<M^(2-1/200+epsilon).	E-column Walsh collapse; linear norm signed-root closure
SR-STR-194	Shared-squareclass four-cell thin-packet switch	For squarefree coprime pairs ab=cd=xi, set alpha=gcd(a,c), beta=gcd(a,d), gamma=gcd(b,c), delta=gcd(b,d). Then a=alpha beta, b=gamma delta, c=alpha gamma, d=beta delta with four pairwise-coprime cells and xi=alpha beta gamma delta. Holding three cells fixed turns the same-kernel condition into a genuine nonsquare quartic in the fourth cell; a one-variable square sieve closes the hard thin packet without dropping the shared xi label.	four-cell shared-xi switch; gcd-cell thin-packet sieve
SR-STR-195	Squarefree j=1728 twist compression of the joint physical squareclasses	For reduced 0<P<Q define xi=ker(PQ), k=ker(Q^2-P^2), with gcd(xi,k)=1. Two physical reduced coordinates share (k,xi), hence lie on k y^2=1-xi^2 z^4 with squarefree n=k xi=ker(PQ(Q-P)(Q+P)); its Jacobian is E_n:Y^2=X^3+4n^2X. The two physical points have non-torsion difference, so the receiver is a moving squarefree j=1728 twist rather than a torsion-pair artifact.	joint squareclass twist compression; universal quartic j1728 receiver
